539,157,2008-08-02T19:03:52Z,180,21,first thought this how generate vectors space that maximize distance from each other you can see that the rgb any other scale you use that forms basis color space are just vectors take look hope this good start for you once you have set vectors that are maximized part you can save them hash table something for later and just perform random rotations them get all the colors you desire that are maximally apart from each other edit thinking about this problem more would better map the colors linear manor possibly lexicographically and then distribute them evenly really dont know how well this will work but should since lets say know have colors can use find the lexicographically indexed color youll probably have edit the algorithm avoid overflow and probably add some minor speed improvements
585,149,2008-08-02T23:40:04Z,580,13,for projects alternate between sql compare from red gate and the database publishing wizard from microsoft which you can download free href the wizard isnt slick sql compare sql data compare but does the trick one issue that the scripts generates may need some rearranging andor editing flow one shot the side can move your schema and data which isnt bad for free tool
586,34,2008-08-02T23:51:09Z,580,17,ive taken handcoding all ddl createsalterdelete statements adding them sln text files and using normal versioning using subversion but any revision control should work this way not only get the benefit versioning but updating live from devstage the same process for code and database tags branches and work all the same otherwise agree redgate expensive you dont have company buying for you you can get company buy for you though really worth
590,116,2008-08-03T00:22:03Z,580,2,you have company buying toad from quest software has this kind management functionality built its basically twoclick operation compare two schemas and generate sync script from one the other they have editions for most the popular databases including course sql server
591,111,2008-08-03T00:37:03Z,580,3,work the same way karl does keeping all sql scripts for creating and altering tables text file that keep source control fact avoid the problem having have script examine the live database determine what alters run usually work like this the first version place everything during testing into one sql script and treat all tables create this means end dropping and readding tables lot during testing but thats not big deal early into the project since usually hacking the data using that point anyway all subsequent versions two things make new text file hold the upgrade sql scripts that contain just the alters for that version and make the changes the original create fresh database script well this way upgrade just runs the upgrade script but have recreate the dont need run scripts get there depending how deploying the changes ill also usually put version table the that holds the version the then rather than make any human decisions about which scripts run whatever code have running the createupgrade scripts uses the version determine what run the one thing this will not help part what youre moving from test production data but you want manage structure and not pay for nice but expensive management package really not very difficult ive also found its pretty good way keeping mental track your
597,76,2008-08-03T01:38:02Z,580,1,agree that scripting everything the best way and what advocate work you should script everything from and object creation populating your lookup tables anything you only wont translate especially for changes not much for first deployments and will end requiring tools like what redgate offers
655,91,2008-08-03T11:41:38Z,650,69,with the built stuff you cant using will replace the revision and build numbers with coded datetimestamp which usually also good way for more info see the documentation the tag for automatically incrementing numbers use the assemblyinfo task this can configured automatically increment the build number there are gotchas each the numbers the version string limited this windows limitation and unlikely get fixed using with with subversion requires small change retrieving the version number then quite easy version string about yourapp version vmajor vminor vbuild vrevision and clarify net least the build actually the third number not the fourth one some people for example delphi developers who are used majorminorreleasebuild might expect net its majorminorbuildrevision
787,175,2008-08-03T18:46:33Z,650,4,what source control system are you using almost all them have some form tag that gets expanded when the file checked usually use some form hackery display this the version number the other alternative use use the date the build number
818,233,2008-08-03T20:45:27Z,810,0,partway solution with this entry msdn dont know how couldnt find before usermachine hive subkeys and values entered under this hive will installed under the hkeycurrentuser hive when user chooses just the hkeyusers hive when user chooses everyone during installation registry editor
820,91,2008-08-03T20:48:47Z,810,3,first yes this something that belongs the application for the exact reson you specified what happens after new user profiles are created sure youre using domain its possible have some stuff put the registry creation but this not really use case the application should check there are seetings and use the default settings not that being said possible change other users keys through the hkeyusers hive have experience with the visual studio setup project here bit totally unrelated vbscript code that might just give you idea where look const hkeyusers strcomputer set strcomputer objregenumkey hkeyusers strkeypath arrsubkeysstrkeypath providerssoftware publishingfor each subkey arrsubkeys objregsetdwordvalue hkeyusers subkey strkeypath state next code courtesy jeroen ritmeijer
829,234,2008-08-03T21:17:33Z,810,4,guessing that because you want set for all users that youre some kind shared computer which probably running under domain here dragons lets say joe and jane regularly log onto the computer then they will each have registries youll then install your app and the installer will employ giant hacks and disgusting things set items under hkcu for them then bob will come along and log and other people have accounts the domain and can this hes never used this computer before has registry the first time logs windows creates him one but wont have your setting your app then falls over behaves incorrectly and bob complains loudly about those crappy products from raynixon incorporated the correct answer just have some default settings your app which can write them the registry doesnt find them its general good practice that your app should never depend the registry and should create things needed for any registry entry not just hkcu anyway
870,233,2008-08-03T22:34:06Z,810,0,despite what the msdn article says about usermachine hive doesnt write hkeyusers rather writes hkcu you select just and hklm you select everyone solution going use the usermachine hive and then the application checks the registry entries are hkcu and not copies them from hklm know this probably isnt the most ideal way doing but has the least amount changes
940,243,2008-08-04T01:07:14Z,930,15,very roughly and from memory since dont have code this laptop using oledbconnection conn new oledbconnection connconnectionstring whatever connection string using oledbcommand cmd new oledbcommand cmdconnection conn cmdcommandtext select from cooltable using oledbdatareader cmdexecutereader while drread something like consolewritelinedrcolumn name string
951,49,2008-08-04T01:31:31Z,930,26,thats excellent for something written from memory tested here found the connection wasnt opened otherwise very nice using systemdataoledb using oledbconnection conn new oledbconnection connconnectionstring providersqloledbdata securitysspi using oledbcommand cmd new oledbcommand connopen cmdconnection conn cmdcommandtext select from yourtable using oledbdatareader cmdexecutereader while drread
1022,93,2008-08-04T04:45:05Z,930,9,thats definitely good way but you you happen using database that supports linq sql can lot more fun can look something like this mydb new mydbdata sourcevar from dbmytable select cforeach var
1043,55,2008-08-04T05:59:53Z,1040,2,you can use this program handle find which process has the lock your file its commandline tool guess you use the output from that not sure about finding programmatically deleting the file can wait you could specify for deletion when your computer next starts start regedt regedit wxp and navigate manager and wxp keditadd valuedata type regmultiszvalue name wxpeditnewmultistring valueenter the data area enter filename deleted lfns may entered without being embedded quotes delete clong directory namelong file nameexe enter the following data clong directory namelong file nameexe then press the destination file name null zero string entered follows keditbinaryselect data format hexclick the end the hex stringenter four zerosok wxprightclick the valuechoose modify binary dataclick the end the hex stringenter four zerosok close regedt regedit and reboot delete the file shamelessly stolen from some random forum for posteritys sake
1044,227,2008-08-04T06:01:52Z,1040,32,killing other processes not healthy thing your scenario involves something like uninstallation you could use the mark the file for deletion upon next reboot appears that you really need delete file use another process recommend reconsidering the actual problem before considering any solutions
1049,234,2008-08-04T06:12:11Z,1040,5,you want programatically not sure and really recommend against youre just troubleshooting stuff your own machine can help you run use the find handle command think its either the find handle menu and search for the name your file once the handles found you can forcibly close them you can then delete the file and beware doing this may cause the program which owns the handles behave strangely youve just pulled the proverbial rug out from under but works well when you are debugging your own errant code when visual studio windows explorer being crap and not releasing file handles even though you told them close the file ages ago sigh
1050,234,2008-08-04T06:14:42Z,1040,1,one big hack employed years ago that windows wont let you delete files but does let you move them pseudosortofcode windirsystem mfc dll windirsystem mfc dllold install new mfc dll tell user save work and restart applications when the applications restarted note didnt need reboot the machine they loaded the new mfc dll and all was well that coupled with pendingfileoperations delete the old one the next time the whole system restarted worked pretty well
1074,1,2008-08-04T08:04:41Z,1010,7,rex suspect good place start looking solutions that compress the viewstate theyre grabbing viewstate the server before its sent down the client and gzipping thats exactly where you want
1082,116,2008-08-04T08:21:07Z,1070,2,yes you are right lock the vsz will give you the vsz and rss which are the virtual memory size and resident set size the rss how much physical memory has been allocated the process and the vsz the virtual memory size the process you have several copies program running lot the memory the vsz will shared between those processes
1093,51,2008-08-04T09:04:17Z,1010,2,see this blog post where the author describes method for overriding the default behavior for generating the viewstate and instead shows how save the server session object aspnet viewstate saved descendant pagestatepersister class this class abstract class for saving and loading viewsstate and there are two implemented descendants this class net framework named and default used saveload viewstate information but can easily get the work and save viewstate session object although did not test his code seems show exactly what you want way gain access viewstate code while still the server before postback
1164,91,2008-08-04T11:41:37Z,1160,2,currently manually doing through prebuildexec task using cmdnetsvnrev tool but someone knows better ccnetintegrated way doing happy hear
1168,120,2008-08-04T11:51:59Z,1160,3,found this project google code this ccnet plugin generate the label ccnet the dll tested with ccnet but works with ccnet for successfully using this plugin label build now onto passing msbuild
1169,275,2008-08-04T11:56:42Z,1160,13,you have basically two options either you write simple script that will start and parse output from svnexe info revision head obtain revision number then generating assemblyinfocs pretty much straight forward just use plugin for ccnet here svn revision labeller plugin for cruisecontrolnet that allows you generate cruisecontrol labels for your builds based upon the revision number your subversion working copy this can customised with prefix andor majorminor version numbers prefer the first option because its only roughly lines code using system using systemdiagnostics namespace class program static void main process processstartnew processstartinfo filename cprogram filessliksvnbinsvnexe path your svnexe useshellexecute false redirectstandardoutput true arguments info revision head workingdirectory cmyproject path your svn working copy command svnexe info revision head will produce few lines output pwaitforexit our line starts with revision while string line pstandardoutputreadline linestartswithrevision string revision linesubstringrevision length consolewritelinerevision show revision number screen break consoleread
1172,266,2008-08-04T12:03:03Z,1160,3,you prefer doing the msbuild side over the ccnet config looks like the msbuild community tasks extensions svnversion task might the trick
1185,60,2008-08-04T12:28:03Z,1180,1,the trick that use url rewriting that namedomaincom transparently maps something like domaincomusersname your server once you start down that path its fairly trivial implement
1187,275,2008-08-04T12:32:24Z,1180,7,dont worry about dns and url rewriting your dns record will static something like yourdomaincom ask your dns provider for you its not done already yourself you have control over your dns records this will automatically point all your subdomains current and future ones into the same http server once its done you will only need parse host header every single http request detect what hostname was used access your serverside scripts your http server assuming youre using aspnet this kind silly example came with but works and demonstrates simplicity this approach languagec string subdomain requesturlhostsplit toupperif subdomain clientxxx responsewritehello clientxxx your secret number else subdomain clientyyy responsewritehello clientyyy your secret number else responsewritesubdomain doesnt exist
1216,120,2008-08-04T13:22:31Z,1160,2,customizing csproj files autogenerate assemblyinfocs every time create new project visual studio puts there the assemblyinfocs file for the file defines the assembly metadata like its version configuration producer found the above technique autogen assemblyinfocs using msbuild will post sample shortly
1232,48,2008-08-04T13:39:39Z,1180,11,the way this have catch all for our domain name registered dns that anythingourdomaincom will point our server with apache you can set similar catchall for your vhosts the servername must single static name but the serveralias directive can contain pattern servername serveralias ourdomaincom now all the domains will trigger the vhost for our project the final part decode the domain name actually used that you can work out the username your code something like php list username explode server httphost rewriterule already suggested that silently maps userourdomaincomfoobar whatever you prefer
1235,173,2008-08-04T13:43:54Z,1160,3,have written nant build file that handles parsing svn information and creating properties then use those property values for variety build tasks including setting the label the build use this target combined with the svn revision labeller mentioned lubos hasko with great results target namesvninfo descriptionget the svn checkout information property namesvninfotempfile exec programsvnexecutable outputsvninfotempfile arg valueinfo exec loadfile filesvninfotempfile propertysvninfo delete filesvninfotempfile property namematch value regex patternurl match inputsvninfo property namesvninfourl valuematch regex patternrepository root match inputsvninfo property valuematch regex patternrevision matchd inputsvninfo property namesvninforevision valuematch regex patternlast changed author matchw inputsvninfo property valuematch echo messageurl svninfourl echo messagerepository root svninforepositoryroot echo messagerevision svninforevision echo messagelast changed author svninfolastchangedauthor target
1320,312,2008-08-04T15:12:37Z,1300,4,opinion more question personal preference nant great framework and msbuild almost capable with the ability easily develop custom tasks both frameworks you can accomplish almost anything that you need cannot answer the still supported portion your questions but would say you are already comfortable with nant then its probably viable you someone your group familiar with msbuild then that fine way well
1347,17,2008-08-04T15:37:31Z,1300,0,honestly depends what fits your environment better you are using lot nonmicrosoft tools nunit ccnet ncover you will probably find better support with nant alternatively you are using mstest tfsbuild you will probably find msbuild better environment would learn both and use which every fits more smoothly with your environment
1364,35,2008-08-04T15:52:42Z,1300,2,youve already got bunch custom tasks you use with nant stick with you dont gain much with msbuild that said there doesnt seem anything that nant can that msbuild cant its core both can call external tools both can run netbased custom tasks and both have bunch community tasks out there were using msbuild here for the same reason you are its the default build system for now and didnt have any nantspecific stuff worry about the msbuildcommunitytasks are good thirdparty task base start with and covers most the custom stuff ever did nant including vss and subversion support
1394,91,2008-08-04T16:38:03Z,1390,16,not sure how credible but the windows server core edition can run the file server role run the hyperv virtualization server role run the directory services role run the dhcp server role run the iis web server role run the dns server role run active directory lightweight directory services run the print server role the windows server core edition cannot run sql server run exchange server run internet explorer run windows explorer host remote desktop session run mmc snapin consoles locally
1446,307,2008-08-04T17:38:59Z,580,2,using smodmo isnt too difficult generate script your schema data little more fun but still doable general take script approach but you might want consider something along these lines distinguish between development and staging such that you can develop with subset data this would create tool simply pull down some production data generate fake data where security concerned for team development each change the database will have coordinated amongst your team members schema and data changes can intermingled but single script should enable given feature once all your features are ready you bundle these single sql file and run that against restore production once your staging has cleared acceptance you run the single sql file again the production machine have used the red gate tools and they are great tools but you cant afford building the tools and working this way isnt too far from the ideal
1464,26,2008-08-04T18:00:50Z,580,5,like rob allen use sql compare data compare redgate also use the database publishing wizard microsoft also have console app wrote that takes sql script and runs server this way you can run large scripts with commands from command line batch script use and libraries the console application
1550,313,2008-08-04T19:51:49Z,650,0,some time ago wrote quick and dirty exe that would update the version assemblyinfocsvb also have used rxfindexe simple and powerful regexbased search replace tool the update from command line part the build process couple other helpfule hints separate the assemblyinfo into product parts company name version etc and assembly specific parts assembly name etc see here also use subversion found helpful set the build number subversion revision number thereby making really easy always get back the codebase that generated the assembly was built from revision
1617,173,2008-08-04T21:46:01Z,1600,6,possible skip the step creating the empty database you can create the new database part the restore process this actually the easiest and best way know clone database you can eliminate errors scripting the backup and restore process rather than running through the sql server management studio there are two other options you could explore detach the database copy the mdf file and reattach use sql server integration services ssis copy all the objects over suggest sticking with backup and restore and automating necessary
1621,224,2008-08-04T21:54:18Z,1610,51,you can not this programatically safe way that without creating new table what enterprise manager does when you commit reordering create new table move the data and then delete the old table and rename the new table the existing name you want your columns particular ordergrouping without altering their physical order you can create view which can whatever you desire
40142313,7035175,2016-10-19T22:06:54Z,40142210,1,gnu webpage found that the means that the file descriptor will closed you use any the exec functions
40142362,6906486,2016-10-19T22:11:39Z,40142000,0,fixed using stringbuilder xmlstring new stringbuildermenu xmlns for int xmlstringappendbutton idproj itostring label onactiondisplaymsg xmlstringappendmenu return xmlstringtostring and changing officeiribbonui ribbonui officeiribboncontrol control
40142373,7042823,2016-10-19T22:13:14Z,40141920,0,you can use inputstreamreader create bufferedreader which can read file line line int amountoflines try bufferedreader new bufferedreadernew catch exception eprintstacktrace string line while line brreadline null numlines process the line you can then use the splitstring method separate every part
40142385,404264,2016-10-19T22:13:54Z,40141370,2,this linux question not specific gce just use the nohup command pattern for example the following command will start http server port even you disconnect from ssh remains running the background nohup python simplehttpserver
40142386,2041954,2016-10-19T22:13:55Z,40142360,0,case had cloned the repo from github and did npm install averycoolpackage the same directory where the repo actually installed local copy where has gitignore the dist folder result didnt have dist and threw the cannot find module error every time tried require files fun fact you would have idea how the error arises you npm uninstall averycoolpackage and npm install averycoolpackage different directory where the clone the repo not there and getting fixed result would become one those mysteries node development where sometimes you get strange errors and then you stop seeing them
40142402,5698221,2016-10-19T22:15:41Z,39552710,1,uninstall current pip typing python pip uninstall pip setuptools download getpippy from and run python getpippy
40142428,190376,2016-10-19T22:18:11Z,40140710,1,need evaluate myorder length branch branch all leaf int leaf int leaf int try apply the equations order from top bottom myorder leaf this equation does not apply since the argument branch not the form leaf myorder branch myorder myorder this equation does apply have length branch all leaf int leaf int leaf int substituting these the right hand side the expression becomes myorder length branch all leaf int leaf int length myorder length leaf int now continue
40142453,6719386,2016-10-19T22:19:54Z,37750270,0,believe the only way link images from imgur would something like this open source player however experience github does not support imgur not know there are any other supported image share service you cant find supported service just something like this last resort just leave link the image open source player screenshot screenshot
40142468,5505085,2016-10-19T22:21:29Z,6471210,0,just had this idea and works declare table identitycolumn int identity someothervalue int desiredresult int declare int declare int set while begin delete insert into someothervalue select insert into someothervalue select insert into someothervalue select select minidentitycolumn from update set desiredresult identitycolumn select from set end
40142501,323721,2016-10-19T22:24:17Z,25079060,0,know this quite old but this worked for just commenting out the lines below around line number parserclasspath parserclass fastfieldparser most likely components the corecomponents are missing and you need redownload the missing components into that folder not quite sure what this translate but found here
40142504,1057045,2016-10-19T22:24:39Z,16463030,0,for facebook share with image without api and using deep link into sub page the trick was share the image picture the variable mainurl would var targ text var targ text var targ text var targ text var descript var descript var imgurl pathtomypicidjpg var imgurl mainurl encodeuricomponentimgurl var sharelink mainurl var fbsharelink sharelink picture imgurl description descript var twsharelink text descript url sharelink facebook mybtn facebookofftap clickontap clickfunction var fbpopup windowopen fbsharelink pop width height scrollbarsno return false twitter mybtn twitterofftap clickontap clickfunction var twpopup windowopen twsharelink pop width height scrollbarsno return false
40142506,3884713,2016-10-19T22:24:50Z,4830900,0,heres contribution using looping structure and returning nil failure try avoid loops when can but seems fitting for this problem defn indexof loop first rest cond empty nil else recur first rest inc
40142511,5921228,2016-10-19T22:25:04Z,40096840,0,php case file called from ajax dropdown selector form submission ifemptypost connect database and insert data include dbconnectdfphp include dbconnectdftestphp switch statement for mysql queries based dropdown selected switchtopic case address set response variable retsresponse select organization address sql select ifnullid ifnullorganization organization ifnullcontactnames contactnames ifnullcity city ifnullstreet street ifnullunit unit ifnullpostalcode postalcode ifnullregion region ifnullcountry country ifnullts from rawdata prepare the sql statement stmts dbpreparesql stmtsexecute result extract table rows foreachresult row retdrow rowid organization roworganization contactnames rowcontactnames city rowcity street rowstreet unit rowunit postalcode rowpostalcode region rowregion country rowcountry date rowts end load data from data base row end table data rows break javascript init file case section ajax response function function processresultldata textstatus required callback function create dom elements for table head and body check variables dev console remove varmake public var table table iddisplaytable tableappendtbody create response array var response response datastatusresponse create row array for building table data var switchresponse case address case build table header tableappendtr appendthtextid appendthtextorganization appendthtextcontact appendthtextcity appendthtextstreet appendthtextunit appendthtextpost code appendthtextregion appendthtextcountry appendthtextdate build table content forvar datatablerowslength datatablerowsi tableappendtr appendtdtextriid appendtdtextricity appendtdtextristreet appendtdtextriunit appendtdtextripostalcode appendtdtextriregion appendtdtextricountry appendtdtextridate end append table content end build table content break
40142525,4056181,2016-10-19T22:26:55Z,40142380,0,this shell script should the trick usrbinenv bash filenamedatatxt while read line idecho line awk print sequenceecho line awk print groupecho line awk print printf idnsequencen grouptxt done filename where datatxt the name the file containing the original data importantly the groupfiles should not exist prior running the script
40142539,7044731,2016-10-19T22:28:07Z,40142010,0,moving the timeout into function helped with the specific problem had scopearrdata function additx timeoutfunction scopearrdatapushidx forvar additi
40142561,7010522,2016-10-19T22:29:36Z,39189780,1,this happened after cloned from heroku second copy files suddenly git push heroku master wouldnt work and get the same error you but when tried git push origin master worked fine
40142563,6098101,2016-10-19T22:30:00Z,40141670,0,use assignment statements loop required
40142626,614693,2016-10-19T22:36:04Z,40132560,0,default intellij set fold collapse certain types code for example oneline methods you want change open preference editor general code folding and unselect some all the options
40142627,6820506,2016-10-19T22:36:26Z,40142470,0,oooops found the clue and incomplete answer own question was chrome browser was trying figure out what was happening and there was thingie chrome browser that said this page was trying load untrusted script clicked and said yes like load and loaded the graph popped the font still does not load but thats its not huge issue update thanks stephen whose comment explained why this happened also just created folder repository with the base code and linked opposed having linked externally did before this fixed the issue can see the chart easily will ahead and the same the google font uploading onto the repository thanks any case and please disregard this question update google font issue about hours after posting the question had uploaded the font onto folder that did not work then went back the code andwell was simple mistake embarrassed admit did not close one style tag properly the font didnt read soon fixed this worked perfectly had hosted the same page tumblr before its possible they have something going where these mistakes are picked and corrected their system automatically somehow everything solved now
40142630,4162641,2016-10-19T22:36:43Z,40142470,1,youve got https issue trying load http assets https site instead defining the protocol that you reference your assets from try using the protocol agnostic
40142640,4104224,2016-10-19T22:38:05Z,40142550,1,indicated comment unavoidable joins usually need subqueries calculate aggregate values appropriately but looks like your need can solved with conditional aggregation like select tteilnehmerid tfamilienname tvorname tort tortsteil tkontrolleertrag tkontrolle tkontrollebrache sumcase when fkulturbez then fnutzflaeche else null end nutzflaecheertrag groupconcatcase when fkulturbez then fnutzflaeche else null end einzelflertrag sumcase when fkulturbez then fnutzflaeche else null end nutzflaechepflanzj groupconcatcase when fkulturbez then fnutzflaeche else null end einzelflpflanzj sumcase when fkulturbez then fnutzflaeche else null end nutzflaechebrache groupconcatcase when fkulturbez then fnutzflaeche else null end einzelflbrache sumcase when fkulturbez then fnutzflaeche else null end nutzflaechenichtaush groupconcatcase when fkulturbez then fnutzflaeche else null end einzelflnichtaush from teilnehmer left join anrede tanredeid aanredeid left join antragsform tantragsformid afantragsformid left join bank tbankid bbankid left join flurverzeichnis tteilnehmerid feteilnehmerid where group tteilnehmerid order familienname vorname aggregate functions ignore null values for the most part also technically else null optional the assumed value else not specified but good practice make your intent clear
40142645,2210035,2016-10-19T22:38:36Z,40142140,0,this happens also linux docker copies the files and put root owner the only way have found overcome this without chmod archiving the files tar file and then use add contenttgz varwwwhtml will expand automatically regards
40142703,7039394,2016-10-19T22:44:31Z,40120210,0,due error the script worked two instance celery and this error occurred during the operation instance who has worked with the old code
40142714,6412292,2016-10-19T22:45:28Z,40136960,0,assuming data has the unique properties for each cat cat cat apply some logic for duplicates you can try something like this for your case class reduce catoutput objects one def makefinalreca catoutput bcatoutput catoutput return catoutput aid ifaname bname bname else aname ifalegs blegs blegs else alegs ifacolor bcolor bcolor else acolor ifatail btail btail else atail ifaday bday bday else aday ifaears bears bears else aears ifaclaws bclaws bclaws else aclaws dtmapx mapx tostring catoutputx tostring tostring match case name tostring case tostring match case legs tostring case tostring match case color tostring case tostring match case tail tostring case tostring match case day tostring case tostring match case ears tostring case tostring match case claws tostring case reducebykeyab makefinalrecabmapxx todftojsonforeachprintln output idcat namedickenslegs colorredtail cmdayears cmclaws idcat namecaesarlegs colorblacktail cmdayearsclaws also note didnt apply the actual date because there are duplicates needs another map max logic get max for each key then join both datasets
40142774,2284256,2016-10-19T22:51:29Z,40141970,0,the new dataview does not determine which rows copy only says what the state the rows after they are the view will have your first parameter says which rows dttempcopy since the copy method datatable copy all rows you might want use something like the select method which allows you filter based state edit there must issue with getting that way according the example given from msdn should work you use the dataviewrowstatefilter tested and did work think the key that the dataview controls what you see you look the raw data through the datarow always current
40142857,4228492,2016-10-19T23:00:25Z,40142450,0,the reactive extensions framework designed for creating and observing asynchronous sequences
40142990,2164779,2016-10-19T23:14:32Z,40140620,0,rather than trying ignore signals you need find who sends them and why youre starting php from the command line one will send that signal and your script time will have all the time but youre actually starting this process response http request its probably the web server fastcgi manager that limits the amount time waits for the script finish also may simply kill the script because client connection between users browser and http server has been terminated the important question you should ask yourself whats the source that signal and how this timeout can increased please also provide all details about how you start this script and what platform youre running
40142992,61363,2016-10-19T23:14:41Z,40142060,0,situation that you described you will probably fine with not checking error same not checking errors when using fmtprintln however when you use fmtprintln you know which concrete implementations are being used when you are using writer interface which osstdout implements you can not assume implementation will return any errors that case imho you should always check errors btw writing osstdout which fmtprint uses can fail one might able replace value osstdout something else
40142994,1951885,2016-10-19T23:14:50Z,40142860,0,its faster and more reliable work with big data sets using power query which you can perform data analitics and process with single queries using power view the dataset loaded into the datamodel that really works really fast
40142997,4605946,2016-10-19T23:15:02Z,40142940,0,heres how you can iostream using namespace std int main forint int else forint jkj cout cout endl return output the basic idea switch the mapping from the maximum number asterisks being the first half the triangle line the mapping for the second half the triangle
40142998,6942565,2016-10-19T23:15:05Z,40142380,0,awk will the trick awk print txt inputtxt
40143005,118597,2016-10-19T23:16:10Z,40142900,0,its not you its linkedin see others complaining about the same issue
40143047,1831,2016-10-19T23:20:59Z,40138910,0,you can set the operator and change the semantics multimatch query example with nest void main var pool new uri var connectionsettings new connectionsettingspool var client new clientsearchmydocuments query multimatchm fieldsf fieldp pfirstproperty fieldp psecondproperty querythis the query operatoroperatorand public class mydocument public string firstproperty get set public string secondproperty get set produces the following query query multimatch query this the query operator and fields firstproperty secondproperty also take look the multimatch query usage docs for nest
40143063,207475,2016-10-19T23:23:01Z,34871650,1,have had similar problem trying fill text fields sfsafariviewcontroller found that using the arialabel attribute allowed locate elements the page input roletextbox arialabelemail typeemail value nameuseremail iduseremail and then your code select that element
40143100,6081747,2016-10-19T23:26:57Z,40142220,0,figured the problem was when the creating the database via had the same directory that the source file now under eclipse thought that this would mean need under package but that was wrong had under javaproject
40143139,6107989,2016-10-19T23:30:12Z,40142940,1,alternative this code support dynamic size you can have large you can define with the size the algorithm here check current index iteration the middle this case programmatically true iterate from current index false that means that the current index greater than the middle iterate from size decreasing order how size works the first iteration where true therefore when size you get hence the output will print times second time youll get decreasing result you int main int size forint isizei ifi size forint jij cout cout endl else size forint jsizei cout cout endl return output edit per spacevoyager said having copy pasted code not the best practice heres the updated code similar his only added the dynamic part change the value size you change everything int main int size forint isizei int ifi size else size sizei forint cout cout endl return
40143148,2745495,2016-10-19T23:31:15Z,40121390,0,scancallback and scanresult were only added api make sure that api installed and also the projects build target set
40143158,259769,2016-10-19T23:32:38Z,40142580,1,dont understand how having this code will help you but here stringjoin environmentnewline emplistselectx employee new employee name xname xid level xlevel going suggest that better option would for you create sorting dictionary create the manual sort order and then use this sort your list that you load from the database something like this var sorter new dictionaryint string emplist emplist orderbye sortercontainskeyeid sortereid tolist
40143163,1551476,2016-10-19T23:33:14Z,22345420,0,actually you dont need add import stylesrenderbundlescss and you dont need use cshtmltemplate you can reference your bundles this way from html page link hrefbundlescss relstylesheet script will save your page from view engine
40143176,1831,2016-10-19T23:35:16Z,40133890,1,the type passed searcht the low level client specifies the return type the result order get json returned you simply need change this string var searchresult
